Key,English,Vietnamese,Japanese,Korean,Chinese,Spanish,Portuguese,Italian,German,French,Russian
STRING_SNOW_MAIN_HINT_3,3. Decorate the snowman with the marked items.,3. Trang trí người tuyết bằng các vật được đánh dấu,3. マークされたアイテムで雪だるまを飾ります。,3. 표시된 아이템으로 눈사람을 꾸미세요.,3. 用标记的物品装饰雪人。,3. Decora el muñeco de nieve con los objetos marcados.,3. Decore o boneco de neve com os itens marcados.,3. Decora il pupazzo di neve con gli oggetti contrassegnati.,3. Dekoriere den Schneemann mit den markierten Gegenständen.,3. Décorez le bonhomme de neige avec les objets marqués.,3. Украсьте снеговика отмеченными предметами.
STRING_CAKE_SHOP_HINT_1,"1. Sweep cobwebs with a broom
2. Throw the spoiled cake into the trash
3. Wipe the stain with a cloth","1. Quét mạng nhện bằng chổi
2. Vứt bánh hỏng vào thùng rác
3. Lau vết bẩn bằng khăn","1. ほうきでクモの巣を掃く
2. 腐ったケーキをゴミ箱に捨てる
3. 布で汚れを拭く","1. 빗자루로 거미줄을 쓸다
2. 상한 케이크를 쓰레기통에 버리다
3. 천으로 얼룩을 닦다","1. 用扫帚清除蜘蛛网
2. 把坏掉的蛋糕扔进垃圾桶
3. 用布擦拭污渍","1. Barrer las telarañas con una escoba
2. Tira el pastel en mal estado a la basura
3. Limpia la mancha con un trapo","1. Varra as teias de aranha com uma vassoura
2. Jogue o bolo estragado no lixo
3. Limpe a mancha com um pano","1. Spazza le ragnatele con una scopa
2. Getta la torta avariata nella spazzatura
3. Pulisci la macchia con un panno","1. Kehre Spinnweben mit einem Besen weg
2. Wirf den verdorbenen Kuchen in den Mülleimer
3. Wische den Fleck mit einem Tuch ab","1. Balayez les toiles d'araignée avec un balai
2. Jetez le gâteau abîmé à la poubelle
3. Essuyez la tache avec un chiffon","1. Сметите паутину метлой
2. Выбросьте испорченный торт в мусорное ведро
3. Протрите пятно тканью"
STRING_CAKE_SHOP_HINT_2,2. Throw the spoiled cake into the trash,2. Vứt bánh hỏng vào thùng rác,2. 腐ったケーキをゴミ箱に捨てる,2. 상한 케이크를 쓰레기통에 버리다,2. 把坏掉的蛋糕扔进垃圾桶,2. Tira el pastel en mal estado a la basura,2. Jogue o bolo estragado no lixo,2. Getta la torta avariata nella spazzatura,2. Wirf den verdorbenen Kuchen in den Mülleimer,2. Jetez le gâteau abîmé à la poubelle,2. Выбросьте испорченный торт в мусорное ведро
STRING_CAKE_SHOP_HINT_3,3. Wipe the stain with a cloth,3. Lau vết bẩn bằng khăn,3. 布で汚れを拭く,3. 천으로 얼룩을 닦다,3. 用布擦拭污渍,3. Limpia la mancha con un trapo,3. Limpe a mancha com um pano,3. Pulisci la macchia con un panno,3. Wische den Fleck mit einem Tuch ab,3. Essuyez la tache avec un chiffon,3. Протрите пятно тканью
STRING_CAKE_SHOP_HINT_4,"4. Arrange the items in the correct position
5. Take the apple from the fridge for the capybara to eat
6. Use chalk to write on the blackboard","4. Sắp xếp các đồ vật vào đúng vị trí
5. Lấy táo trong tủ lạnh cho capybara ăn
6. Dùng bút phấn viết lên bảng đen","4. アイテムを正しい位置に配置する
5. 冷蔵庫からカピバラに食べさせるためリンゴを取る
6. チョークで黒板に書く","4. 물건을 올바른 위치에 정리하세요
5. 냉장고에서 카피바라에게 먹이기 위해 사과를 꺼내다
6. 분필로 칠판에 글씨를 쓰다","4. 将物品放到正确的位置
5. 从冰箱里拿苹果给水豚吃
6. 用粉笔在黑板上写字","4. Coloca los objetos en la posición correcta
5. Saca la manzana de la nevera para que el capibara la coma
6. Usa una tiza para escribir en la pizarra","4. Organize os objetos na posição correta
5. Pegue a maçã da geladeira para o capivara comer
6. Use o giz para escrever no quadro negro","4. Sistema gli oggetti nella posizione corretta
5. Prendi la mela dal frigorifero per far mangiare il capibara
6. Usa il gesso per scrivere sulla lavagna","4. Ordne die Gegenstände an die richtige Stelle
5. Hol den Apfel aus dem Kühlschrank, damit das Capybara ihn isst
6. Schreibe mit Kreide auf die Tafel","4. Disposez les objets à la bonne place
5. Prenez la pomme du réfrigérateur pour que le capybara la mange
6. Utilisez une craie pour écrire sur le tableau noir","4. Расставьте предметы на правильные места
5. Возьмите яблоко из холодильника, чтобы капибара его съела
6. Пишите мелом на школьной доске"
STRING_CAKE_SHOP_HINT_5,5. Take the apple from the fridge for the capybara to eat,5. Lấy táo trong tủ lạnh cho capybara ăn,5. 冷蔵庫からカピバラに食べさせるためリンゴを取る,5. 냉장고에서 카피바라에게 먹이기 위해 사과를 꺼내다,5. 从冰箱里拿苹果给水豚吃,5. Saca la manzana de la nevera para que el capibara la coma,5. Pegue a maçã da geladeira para o capivara comer,5. Prendi la mela dal frigorifero per far mangiare il capibara,"5. Hol den Apfel aus dem Kühlschrank, damit das Capybara ihn isst",5. Prenez la pomme du réfrigérateur pour que le capybara la mange,"5. Возьмите яблоко из холодильника, чтобы капибара его съела"
STRING_CAKE_SHOP_HINT_6,6. Use chalk to write on the blackboard,6. Dùng bút phấn viết lên bảng đen,6. チョークで黒板に書く,6. 분필로 칠판에 글씨를 쓰다,6. 用粉笔在黑板上写字,6. Usa una tiza para escribir en la pizarra,6. Use o giz para escrever no quadro negro,6. Usa il gesso per scrivere sulla lavagna,6. Schreibe mit Kreide auf die Tafel,6. Utilisez une craie pour écrire sur le tableau noir,6. Пишите мелом на школьной доске
STRING_CHARACTER_HINT_1,Move the pieces to complete the character image,Di chuyển các mảnh ghép để tạo thành hình nhân vật hoàn thiện,パーツを動かしてキャラクターの完成形を作る,조각들을 움직여 캐릭터 이미지를 완성하다,移动拼图块以完成角色图像,Mueve las piezas para completar la imagen del personaje,Mova as peças para completar a imagem do personagem,Muovi i pezzi per completare l'immagine del personaggio,"Bewege die Teile, um das Charakterbild zu vervollständigen",Déplace les pièces pour compléter l'image du personnage,"Перемещайте кусочки, чтобы завершить изображение персонажа"
STRING_TEA_ROOM_1,Tie the curtain with a yellow rope,"Buộc rèm cửa 
bằng dây màu vàng",黄色い紐でカーテンを結ぶ,노란색 끈으로 커튼을 묶다,用黄色绳子系窗帘,Ata la cortina con una cuerda amarilla,Amarre a cortina com uma corda amarela,Lega la tenda con una corda gialla,Binde den Vorhang mit einem gelben Band,Attache le rideau avec une corde jaune,Завяжите занавеску желтой веревкой
STRING_CHRISTMAS_TREE_1,"1. Clean the snow, trim, and clear leaves from the Christmas tree","1. Làm sạch tuyết, cắt tỉa và dọn dẹp lá cho cây thông noel",1. 雪を掃除し、剪定してクリスマスツリーの葉を片付ける,"1. 눈을 치우고, 다듬고, 크리스마스 트리에서 잎을 정리하세요",1. 清理雪，修剪并清理圣诞树的叶子,"1. Limpia la nieve, recorta y recoge las hojas del árbol de Navidad","1. Limpe a neve, apare e remova as folhas da árvore de Natal","1. Pulisci la neve, pota e rimuovi le foglie dall'albero di Natale","1. Reinigen Sie den Schnee, schneiden Sie zu und entfernen Sie Blätter vom Weihnachtsbaum","1. Nettoyez la neige, taillez et débarrassez les feuilles du sapin de Noël","1. Очистите снег, подстригите и уберите листья с рождественской елки"
STRING_CHRISTMAS_TREE_2,2. Tap the box to get decorations and place them in the correct positions,2. Nhấn vào thùng để nhận các vật trang trí và đặt các vật trang trí vào đúng vị trí,2. 箱をタップして装飾を取得し、正しい位置に配置します,2. 상자를 탭하여 장식을 받고 올바른 위치에 배치하세요,2. 点击箱子领取装饰品并将其放置在正确的位置,2. Toca la caja para obtener decoraciones y colócalas en las posiciones correctas,2. Toque na caixa para obter decorações e colocá-las nas posições corretas,2. Tocca la scatola per ottenere le decorazioni e posizionale nei punti corretti,"2. Tippen Sie auf die Box, um Dekorationen zu erhalten, und platzieren Sie sie an den richtigen Stellen",2. Touchez la boîte pour obtenir des décorations et placez-les aux bons endroits,"2. Нажмите на коробку, чтобы получить украшения, и разместите их на правильных местах"
STRING_PICTURE_1,1. Drill holes and hammer nails into the X-marked spots on the wall,1. Khoan lỗ và đóng đinh vào các vị trí được đánh dấu X trên tường,1. 壁のX印がつけられた位置に穴を開けて釘を打つ,1. 벽에 X 표시가 있는 위치에 구멍을 뚫고 못을 박다,1. 在墙上标记为X的位置打孔并钉钉子,1. Perfora los agujeros y clava los clavos en los lugares marcados con X en la pared,1. Faça os furos e pregue os pregos nos pontos marcados com X na parede,1. Perfora i buchi e pianta i chiodi nei punti segnati con X sul muro,1. Bohre Löcher und schlage Nägel an den mit X markierten Stellen an der Wand ein,1. Percez les trous et enfoncez les clous dans les endroits marqués X sur le mur,1. Просверлите отверстия и забейте гвозди в отмеченные X места на стене
STRING_PICTURE_2,2. Hang the picture in the correct spots,2. Treo tranh vào đúng các vị trí,2. 正しい位置に絵を掛ける,2. 그림을 올바른 위치에 걸다,2. 将画挂到正确的位置,2. Cuelga el cuadro en los lugares correctos,2. Pendure o quadro nos lugares corretos,2. Appendi il quadro nei punti corretti,2. Hänge das Bild an den richtigen Stellen auf,2. Accrochez le tableau aux bons endroits,2. Повесьте картину в правильных местах
STRING_PICTURE_3,3. Vacuum the dust with a vacuum cleaner,3. Hút bụi bằng máy hút bụi,3. 掃除機でほこりを吸う,3. 진공청소기로 먼지를 청소하다,3. 用吸尘器吸尘,3. Aspira el polvo con una aspiradora,3. Aspire a poeira com um aspirador,3. Aspira la polvere con un aspirapolvere,3. Sauge den Staub mit einem Staubsauger,3. Aspirez la poussière avec un aspirateur,3. Пропылесосьте пыль пылесосом
STRING_SANTA_CLAUS_SLEIGH_1,"Step by step, clean the sleigh",Lần lượt làm sạch xe kéo theo các bước,そりを順番に掃除する,단계별로 썰매를 청소하세요,按照步骤依次清理雪橇,Limpia el trineo paso a paso,Limpe o trenó passo a passo,Pulisci la slitta passo dopo passo,Reinigen Sie den Schlitten Schritt für Schritt,Nettoyez le traîneau étape par étape,Поэтапно очищайте сани
STRING_SANTA_CLAUS_SLEIGH_2,Repair the gift bag and arrange the gift boxes inside,Sửa túi quà và xếp các hộp quà vào túi,ギフトバッグを修理し、ギフトボックスを中に並べる,선물 가방을 수리하고 선물 상자를 안에 정리하세요,修补礼品袋并将礼品盒排列在袋子里,Repara la bolsa de regalos y coloca las cajas de regalo dentro,Repare a sacola de presentes e organize as caixas de presente dentro,Ripara la borsa regalo e sistema le scatole regalo all'interno,Reparieren Sie die Geschenktüte und ordnen Sie die Geschenkboxen darin an,Réparez le sac cadeau et rangez les boîtes cadeaux à l'intérieur,Отремонтируйте подарочный мешок и уложите коробки с подарками внутрь
